a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgements	a.Comments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
christhomas	114	114	c7e1249ffc03eb9ded908c236bd1996d	87	2015-07-14	QueryPair	Good			0	titanic experience orlando	87	titanic experience hotels	titanic experience orlando
christhomas	1141	1141	ef2a4be5473ab0b3cc286e67b1f59f44	1699	2015-07-15	QueryPair	Good			0	hotel chinatown new york	1699	chinatown new york	hotel chinatown new york
christhomas	1142	1142	c042f4db68f23406c6cecf84a7ebb0fe	332	2015-07-14	QueryPair	Excellent			0	rodeway inn temecula	332	rodeway temecula	rodeway inn temecula
christhomas	1152	1152	a8ecbabae151abacba7dbde04f761c37	808	2015-07-15	QueryPair	Excellent			0	oceanfront inn virginia beach va	808	virginia beach oceanfront inn	oceanfront inn virginia beach va
christhomas	1160	1160	a9b7ba70783b617e9998dc4dd82eb3c5	1000	2015-07-14	QueryPair	Good			0	holiday resort guam	1000	holiday resort guam review	holiday resort guam
christhomas	1164	1164	52d2752b150f9c35ccb6869cbf074e48	1932	2015-07-14	QueryPair	Good			0	boynton beach florida	1932	boynton beach hotels fl	boynton beach florida
christhomas	1170	1170	cc42acc8ce334185e0193753adb6cb77	1655	2015-07-14	QueryPair	Good			0	tiburon lodge tiburon ca	1655	tiburon lodge	tiburon lodge tiburon ca
christhomas	1171	1171	4fa53be91b4933d536748a60458b9797	1733	2015-07-15	QueryPair	Fair			0	positano italy map	1733	positano italy holiday	positano italy map
christhomas	1176	1176	bac9162b47c56fc8a4d2a519803d51b3	364	2015-07-14	QueryPair	Good			0	traveling puerto rico	364	puerto rico caribbean travel	traveling puerto rico
christhomas	1180	1180	44a2e0804995faf8d2e3b084a1e2db1d	1879	2015-07-15	QueryPair	Excellent			0	hotel newton new york city	1879	newton hotel in new york city	hotel newton new york city
christhomas	1182	1182	26dd0dbc6e3f4c8043749885523d6a25	633	2015-07-15	QueryPair	Excellent			0	riu negril jamaica	633	negril riu jamaica	riu negril jamaica
christhomas	1188	1188	3b92d18aa7a6176dd37d372bc2f1eb71	2126	2015-07-14	QueryPair	Fair			0	santa clara convention center	2126	hotel near santa clara convention center	santa clara convention center
christhomas	1189	1189	34173cb38f07f89ddbebc2ac9128303f	30	2015-07-16	QueryPair	Excellent			0	wort hotel wyoming	30	wort hotel jackson hole wyoming	wort hotel wyoming
christhomas	119	119	884d247c6f65a96a7da4d1105d584ddd	650	2015-07-14	QueryPair	Fair			0	vacation san diego	650	ship san diego	vacation san diego
christhomas	1190	1190	fddd7938a71db5f81fcc621673ab67b7	1683	2015-07-14	QueryPair	Good			0	hickory north carolina	1683	inn hickory north carolina	hickory north carolina
christhomas	1193	1193	4f6ffe13a5d75b2d6a3923922b3922e5	382	2015-07-15	QueryPair	Good			0	luna baglioni venice	382	luna hotel venice	luna baglioni venice
christhomas	1195	1195	7c590f01490190db0ed02a5070e20f01	795	2015-07-15	QueryPair	Excellent			0	deauville beach resort miami beach	795	deauville beach resort	deauville beach resort miami beach
christhomas	12	12	84d2004bf28a2095230e8e14993d398d	1029	2015-07-14	QueryPair	Excellent			0	orlando vacation deals	1029	orlando fl vacation deals	orlando vacation deals
christhomas	1200	1200	caf1a3dfb505ffed0d024130f58c5cfa	321	2015-07-14	QueryPair	Good			0	kauai marriott	321	marriott lihue	kauai marriott
christhomas	1207	1207	839ab46820b524afda05122893c2fe8e	289	2015-07-14	QueryPair	Excellent			0	attractions orlando florida	289	attractions orlando	attractions orlando florida
christhomas	1209	1209	d282ef263719ab842e05382dc235f69e	1303	2015-07-15	QueryPair	Excellent			0	palace hotel nyc	1303	palace new york city hotel	palace hotel nyc
christhomas	1213	1213	8d8818c8e140c64c743113f563cf750f	2017	2015-07-15	QueryPair	Good			0	omni southpark austin texas	2017	omni austin texas	omni southpark austin texas
christhomas	123	123	051e4e127b92f5d98d3c79b195f2b291	629	2015-07-14	QueryPair	Excellent			0	dominican republic travel	629	dominican rep travel	dominican republic travel
christhomas	1236	1236	84f7e69969dea92a925508f7c1f9579a	846	2015-07-14	QueryPair	Good			0	arkansas vacations	846	arkansas deals	arkansas vacations
christhomas	1244	1244	dabd8d2ce74e782c65a973ef76fd540b	1179	2015-07-14	QueryPair	Excellent			0	old town square hotel prague	1179	old town square prague hotel	old town square hotel prague
christhomas	1246	1246	ff7d0f525b3be596a51fb919492c099c	1912	2015-07-14	QueryPair	Good			0	charleston south carolina	1912	hotel charleston south carolina	charleston south carolina
christhomas	1254	1254	1f71e393b3809197ed66df836fe833e5	1946	2015-07-14	QueryPair	Excellent			0	peru vacations	1946	peru trip	peru vacations
christhomas	1255	1255	54072f485cdb7897ebbcaf7525139561	1411	2015-07-14	QueryPair	Good			0	tours grand canyon	1411	excursion grand canyon	tours grand canyon
christhomas	1259	1259	e9b73bccd1762555582b513ff9d02492	1777	2015-07-14	QueryPair	Excellent			0	hotel okura tokyo	1777	tokyo okura hotel	hotel okura tokyo
christhomas	126	126	95192c98732387165bf8e396c0f2dad2	2016	2015-07-14	QueryPair	Excellent			0	weatherford hotel flagstaff	2016	weatherford hotel in flagstaff	weatherford hotel flagstaff
christhomas	1262	1262	2823f4797102ce1a1aec05359cc16dd9	756	2015-07-14	QueryPair	Good			0	boulder city	756	hotel boulder city	boulder city
christhomas	1263	1263	6c4b761a28b734fe93831e3fb400ce87	157	2015-07-14	QueryPair	Excellent			0	costa rica trips	157	trips costa rica	costa rica trips
christhomas	1265	1265	0a113ef6b61820daa5611c870ed8d5ee	888	2015-07-14	QueryPair	Excellent			0	chicago architectural tour	888	chicago architecture tours	chicago architectural tour
christhomas	1273	1273	289dff07669d7a23de0ef88d2f7129e7	234	2015-07-14	QueryPair	Good			0	hotel termini rome	234	hotels termini	hotel termini rome
christhomas	1274	1274	7fec306d1e665bc9c748b5d2b99a6e97	1053	2015-07-15	QueryPair	Fair			0	hampton inn provo utah	1053	hampton inn orem utah	hampton inn provo utah
christhomas	1276	1276	eb1e78328c46506b46a4ac4a1e378b91	1852	2015-07-14	QueryPair	Good			0	bermuda travel	1852	bermuda hotels	bermuda travel
christhomas	1277	1277	95e6834d0a3d99e9ea8811855ae9229d	1940	2015-07-14	QueryPair	Excellent			0	pantheon hotel rome	1940	hotel rome pantheon	pantheon hotel rome
christhomas	1282	1282	a5e0ff62be0b08456fc7f1e88812af3d	1098	2015-07-14	QueryPair	Excellent			0	cowboy village resort jackson	1098	cowboy village inn jackson	cowboy village resort jackson
christhomas	1285	1285	1f4fe6a4411edc2ff625888b4093e917	2074	2015-07-14	QueryPair	Excellent			1	places see chicago	2074	places to see chicago	places see chicago
christhomas	1285	1285	49af6c4e558a7569d80eee2e035e2bd7	1587	2015-07-14	QueryPair	Excellent			0	places see chicago	1587	places to see in chicago	places see chicago
christhomas	1287	1287	9cc138f8dc04cbf16240daa92d8d50e2	630	2015-07-14	QueryPair	Good			0	chicago architecture tour	630	chicago architectural boat tour	chicago architecture tour
christhomas	1288	1288	b147a61c1d07c1c999560f62add6dbc7	1653	2015-07-14	QueryPair	Excellent			0	hyatt regency monterey	1653	hiatt regency monterey	hyatt regency monterey
christhomas	129	129	de03beffeed9da5f3639a621bcab5dd4	1947	2015-07-14	QueryPair	Good			0	days inn richfield utah	1947	days inn richfield hotel	days inn richfield utah
christhomas	1290	1290	9adeb82fffb5444e81fa0ce8ad8afe7a	1196	2015-07-14	QueryPair	Excellent			0	wingate wyndham mechanicsburg pa	1196	wingate mechanicsburg	wingate wyndham mechanicsburg pa
christhomas	1291	1291	5fd0b37cd7dbbb00f97ba6ce92bf5add	114	2015-07-15	QueryPair	Good			0	busch gardens tampa tickets	114	busch gardens tampa cheap tickets	busch gardens tampa tickets
christhomas	1304	1304	cb8da6767461f2812ae4290eac7cbc42	2153	2015-07-14	QueryPair	Excellent			0	le meridien philadelphia	2153	le méridien philadelphia	le meridien philadelphia
christhomas	1316	1316	d94e18a8adb4cc0f623f7a83b1ac75b4	1281	2015-07-15	QueryPair	Fair			0	visiting new york city	1281	best western new york city	visiting new york city
christhomas	1317	1317	2b6d65b9a9445c4271ab9076ead5605a	1186	2015-07-15	QueryPair	Excellent			0	comfort suites kissimmee fl	1186	comfort suites kissimmee	comfort suites kissimmee fl
christhomas	1322	1322	c0560792e4a3c79e62f76cbf9fb277dd	1658	2015-07-14	QueryPair	Excellent			0	atlantis hotel casino reno nevada	1658	atlantis hotel casino reno	atlantis hotel casino reno nevada
christhomas	1324	1324	abea47ba24142ed16b7d8fbf2c740e0d	1162	2015-07-16	QueryPair	Excellent			0	titanic hotel antalya	1162	hotel titanic	titanic hotel antalya
christhomas	1327	1327	c06d06da9666a219db15cf575aff2824	690	2015-07-15	QueryPair	Good			0	millennium hotel london	690	millennium hotel london kensington	millennium hotel london
christhomas	133	133	c4b31ce7d95c75ca70d50c19aef08bf1	947	2015-07-15	QueryPair	Excellent			0	riviera palm springs	947	riviera resort palm springs	riviera palm springs
christhomas	1333	1333	231141b34c82aa95e48810a9d1b33a79	1754	2015-07-15	QueryPair	Excellent			0	roanoke va	1754	roanoke virginia	roanoke va
christhomas	1335	1335	f79921bbae40a577928b76d2fc3edc2a	688	2015-07-14	QueryPair	Excellent			0	ramada inn minneapolis	688	ramada inn minneapolis mn	ramada inn minneapolis
christhomas	1339	1339	ba9a56ce0a9bfa26e8ed9e10b2cc8f46	1876	2015-07-14	QueryPair	Excellent			0	rocky waters gatlinburg	1876	rocky waters suites gatlinburg tn	rocky waters gatlinburg
christhomas	1341	1341	39027dfad5138c9ca0c474d71db915c3	1808	2015-07-14	QueryPair	Good			0	ellsworth ks	1808	hotel ellsworth ks	ellsworth ks
christhomas	135	135	6832a7b24bc06775d02b7406880b93fc	2198	2015-07-15	QueryPair	Excellent			0	orlando florida deals	2198	orlando fl deals	orlando florida deals
christhomas	1353	1353	10a5ab2db37feedfdeaab192ead4ac0e	691	2015-07-14	QueryPair	Good			0	van buren arkansas	691	hotel van buren ar	van buren arkansas
christhomas	1355	1355	8f7d807e1f53eff5f9efbe5cb81090fb	839	2015-07-15	QueryPair	Good			0	hampton inn suites williamsburg	839	hampton inn williamsburg va	hampton inn suites williamsburg
christhomas	1357	1357	0efbe98067c6c73dba1250d2beaa81f9	1715	2015-07-14	QueryPair	Good			0	hotel legoland florida	1715	legoland florida	hotel legoland florida
christhomas	1360	1360	c4ca4238a0b923820dcc509a6f75849b	1	2015-07-15	QueryPair	Good			0	hotel downtown charlotte nc	1	hotels near downtown charlotte north carolina	hotel downtown charlotte nc
christhomas	137	137	192fc044e74dffea144f9ac5dc9f3395	668	2015-07-15	QueryPair	Good			0	ifa bavaro punta cana	668	ifa villas bavaro punta cana	ifa bavaro punta cana
christhomas	1374	1374	14ea0d5b0cf49525d1866cb1e95ada5d	2192	2015-07-15	QueryPair	Excellent			0	luxury hotel new orleans	2192	luxury hotel in new orleans	luxury hotel new orleans
christhomas	1375	1375	45645a27c4f1adc8a7a835976064a86d	626	2015-07-16	QueryPair	Excellent			0	omni hotel houston tx	626	houston omni	omni hotel houston tx
christhomas	1377	1377	2de5d16682c3c35007e4e92982f1a2ba	1242	2015-07-14	QueryPair	Good			0	orly airport paris	1242	orly airport hotel paris	orly airport paris
christhomas	138	138	2e65f2f2fdaf6c699b223c61b1b5ab89	741	2015-07-14	QueryPair	Good			0	quality inn tallahassee florida	741	quality inn tallahassee hotel	quality inn tallahassee florida
christhomas	1380	1380	1ce927f875864094e3906a4a0b5ece68	963	2015-07-15	QueryPair	Good			0	hotel di batam	963	batam hotel	hotel di batam
christhomas	1382	1382	ca75910166da03ff9d4655a0338e6b09	973	2015-07-15	QueryPair	Good			0	hobby airport houston	973	hobby airport suites houston	hobby airport houston
christhomas	1383	1383	59f51fd6937412b7e56ded1ea2470c25	1413	2015-07-16	QueryPair	Good			0	hotels com las vegas	1413	hotels las vegas	hotels com las vegas
christhomas	1385	1385	b7b16ecf8ca53723593894116071700c	398	2015-07-15	QueryPair	Excellent			0	princess cruise lines alaska	398	princess alaska cruises	princess cruise lines alaska
christhomas	1388	1388	846c260d715e5b854ffad5f70a516c88	805	2015-07-14	QueryPair	Good			0	oak creek canyon	805	oak creek canyon motel	oak creek canyon
christhomas	140	140	647c722bf90a49140184672e0d3723e3	1671	2015-07-15	QueryPair	Excellent			0	la quinta inn midland tx	1671	la quinta inn midland texas	la quinta inn midland tx
christhomas	1409	1409	f2201f5191c4e92cc5af043eebfd0946	767	2015-07-15	QueryPair	Excellent			0	lancaster gate hotel london	767	lancaster gate hotel londres	lancaster gate hotel london
christhomas	141	141	ae5e3ce40e0404a45ecacaaf05e5f735	1197	2015-07-15	QueryPair	Fair			0	pigeon forge com	1197	pigeon forge deals	pigeon forge com
christhomas	1411	1411	18d8042386b79e2c279fd162df0205c8	400	2015-07-15	QueryPair	Good			0	country inn suites bloomington west	400	country inn suites bloomington normal west	country inn suites bloomington west
christhomas	1415	1415	c1e39d912d21c91dce811d6da9929ae8	1271	2015-07-14	QueryPair	Fair			0	vrbo orlando fl	1271	aston orlando fl	vrbo orlando fl
christhomas	1416	1416	26751be1181460baf78db8d5eb7aad39	1694	2015-07-14	QueryPair	Good			0	best western baltimore	1694	best western bwi	best western baltimore
christhomas	1418	1418	f718499c1c8cef6730f9fd03c8125cab	256	2015-07-14	QueryPair	Good			0	washington dc sights	256	washington dc attraction	washington dc sights
christhomas	1419	1419	c88d8d0a6097754525e02c2246d8d27f	1549	2015-07-14	QueryPair	Excellent			0	comfort suites appleton wisconsin	1549	comfort inn appleton wisconsin	comfort suites appleton wisconsin
christhomas	1427	1427	c3e0c62ee91db8dc7382bde7419bb573	1138	2015-07-15	QueryPair	Good			0	things do orlando fl	1138	activities orlando florida	things do orlando fl
christhomas	1431	1431	851ddf5058cf22df63d3344ad89919cf	614	2015-07-15	QueryPair	Good			0	stations casino las vegas	614	www station casinos las vegas	stations casino las vegas
christhomas	1432	1432	3a1dd98341fafc1dfe9bcf36360e6b84	2180	2015-07-14	QueryPair	Fair			0	naples florida vacation	2180	naples travel	naples florida vacation
christhomas	1435	1435	4a213d37242bdcad8e7300e202e7caa4	1130	2015-07-14	QueryPair	Good			0	doubletree hotel orlando	1130	doubletree airport hotel orlando	doubletree hotel orlando
christhomas	1437	1437	4734ba6f3de83d861c3176a6273cac6d	273	2015-07-14	QueryPair	Excellent			0	holland america cruises caribbean	273	holland america cruise in caribbean	holland america cruises caribbean
christhomas	1444	1444	42e77b63637ab381e8be5f8318cc28a2	628	2015-07-14	QueryPair	Good			0	comfort inn suites wytheville va	628	comfort inn wytheville va	comfort inn suites wytheville va
christhomas	1448	1448	854d9fca60b4bd07f9bb215d59ef5561	489	2015-07-15	QueryPair	Fair			0	yellowstone national park map	489	yellowstone national park hotels	yellowstone national park map
christhomas	1454	1454	11b9842e0a271ff252c1903e7132cd68	303	2015-07-15	QueryPair	Good			0	marriott savannah ga	303	courtyard savannah ga	marriott savannah ga
christhomas	1456	1456	e515df0d202ae52fcebb14295743063b	1030	2015-07-14	QueryPair	Good			0	la paloma	1030	la paloma review	la paloma
christhomas	1458	1458	7437d136770f5b35194cb46c1653efaa	1648	2015-07-14	QueryPair	Excellent			0	shows lake tahoe	1648	lake tahoe shows	shows lake tahoe
christhomas	1461	1461	3683af9d6f6c06acee72992f2977f67e	1966	2015-07-14	QueryPair	Good			0	langham hotel london	1966	hotel langham place london	langham hotel london
christhomas	1464	1464	d82c8d1619ad8176d665453cfb2e55f0	53	2015-07-15	QueryPair	Good			0	comfort suites scottsdale az	53	comfort inn scottsdale az	comfort suites scottsdale az
christhomas	1471	1471	44f683a84163b3523afe57c2e008bc8c	62	2015-07-14	QueryPair	Good			0	palawan tour packages	62	palawan deals	palawan tour packages
christhomas	1472	1472	eddea82ad2755b24c4e168c5fc2ebd40	309	2015-07-14	QueryPair	Good			0	clarion hotel anchorage alaska	309	clarion hotel in alaska	clarion hotel anchorage alaska
christhomas	1477	1477	30ef30b64204a3088a26bc2e6ecf7602	652	2015-07-14	QueryPair	Excellent			0	ritz carlton san francisco ca	652	ritz carlton hotel in san francisco ca	ritz carlton san francisco ca
christhomas	148	148	25db67c5657914454081c6a18e93d6dd	2196	2015-07-14	QueryPair	Fair			0	vacations maine	2196	me travel	vacations maine
christhomas	1488	1488	01e00f2f4bfcbb7505cb641066f2859b	1700	2015-07-14	QueryPair	Excellent			0	cape dara pattaya	1700	pattaya cape dara	cape dara pattaya
christhomas	1490	1490	e2ad76f2326fbc6b56a45a56c59fafdb	2187	2015-07-14	QueryPair	Good			0	st croix virgin islands	2187	st croix virgin islands reviews	st croix virgin islands
christhomas	1493	1493	1d72310edc006dadf2190caad5802983	1221	2015-07-15	QueryPair	Fair			0	holiday inn gaithersburg	1221	holiday inn maryland	holiday inn gaithersburg
christhomas	1495	1495	274ad4786c3abca69fa097b85867d9a4	204	2015-07-14	QueryPair	Fair			0	vrbo poipu	204	poipu kapili poipu	vrbo poipu
christhomas	1496	1496	a012869311d64a44b5a0d567cd20de04	2125	2015-07-15	QueryPair	Good			0	dauphine hotel new orleans	2125	dauphine orleans new orleans	dauphine hotel new orleans
christhomas	15	15	1359aa933b48b754a2f54adb688bfa77	2058	2015-07-15	QueryPair	Good			0	holiday inn atlanta airport	2058	holiday inn select atlanta airport	holiday inn atlanta airport
christhomas	1507	1507	5ca3e9b122f61f8f06494c97b1afccf3	1384	2015-07-14	QueryPair	Fair			0	sheraton new orleans	1384	sonesta new orleans	sheraton new orleans
christhomas	151	151	d4c2e4a3297fe25a71d030b67eb83bfc	728	2015-07-15	QueryPair	Good			0	comfort inn marshalltown iowa	728	comfort suites marshalltown iowa	comfort inn marshalltown iowa
christhomas	1511	1511	8b5700012be65c9da25f49408d959ca0	1717	2015-07-15	QueryPair	Good			0	panama city beach vacations	1717	panama city beach lodgings	panama city beach vacations
christhomas	1514	1514	602d1305678a8d5fdb372271e980da6a	1399	2015-07-15	QueryPair	Good			0	michigan vacation ideas	1399	michigan vacation spots	michigan vacation ideas
christhomas	1515	1515	e8b1cbd05f6e6a358a81dee52493dd06	1154	2015-07-14	QueryPair	Fair			0	hilton garden inn rochester minnesota	1154	hilton garden inn rochester	hilton garden inn rochester minnesota
christhomas	1516	1516	6aab1270668d8cac7cef2566a1c5f569	983	2015-07-15	QueryPair	Excellent			0	sheraton hotel anaheim	983	sheraton hotel in anaheim	sheraton hotel anaheim
christhomas	1520	1520	1145a30ff80745b56fb0cecf65305017	2199	2015-07-15	QueryPair	Fair			0	sedona arizona attractions	2199	sedona arizona maps	sedona arizona attractions
christhomas	1529	1529	c4492cbe90fbdbf88a5aec486aa81ed5	1735	2015-07-15	QueryPair	Excellent			0	shore club south beach	1735	shore club in south beach	shore club south beach
christhomas	1535	1535	8f14e45fceea167a5a36dedd4bea2543	7	2015-07-14	QueryPair	Excellent			0	grand hotel tiberio rome	7	hotel tiberio rome	grand hotel tiberio rome
christhomas	1537	1537	b56a18e0eacdf51aa2a5306b0f533204	911	2015-07-14	QueryPair	Excellent			0	durango downtown inn durango co	911	durango downtown inn durango colorado	durango downtown inn durango co
christhomas	1538	1538	9e984c108157cea74c894b5cf34efc44	1600	2015-07-15	QueryPair	Excellent			0	kempinski hotel budapest	1600	kempinski hotel corvinus budapest	kempinski hotel budapest
christhomas	1543	1543	535ab76633d94208236a2e829ea6d888	1310	2015-07-14	QueryPair	Excellent			0	palm dubai	1310	palm jumeirah	palm dubai
christhomas	1549	1549	d305281faf947ca7acade9ad5c8c818c	1870	2015-07-15	QueryPair	Good			0	vacation package aruba	1870	aruba vacation	vacation package aruba
christhomas	1558	1558	17fafe5f6ce2f1904eb09d2e80a4cbf6	1327	2015-07-16	QueryPair	Excellent			0	neuschwanstein castle	1327	neuschwanstein	neuschwanstein castle
christhomas	1563	1563	86df7dcfd896fcaf2674f757a2463eba	1486	2015-07-15	QueryPair	Good			0	walt disney fl	1486	hotel walt disney fl	walt disney fl
christhomas	1564	1564	1700002963a49da13542e0726b7bb758	292	2015-07-14	QueryPair	Fair			0	north star hotel dublin	292	north star hotel dublin tripadvisor	north star hotel dublin
christhomas	1565	1565	39059724f73a9969845dfe4146c5660e	270	2015-07-14	QueryPair	Good			0	richfield mn	270	hotels in richfield minnesota	richfield mn
christhomas	1566	1566	a381c2c35c9157f6b67fd07d5a200ae1	2155	2015-07-14	QueryPair	Fair			0	hotel montmartre paris	2155	hotel paris xviii	hotel montmartre paris
christhomas	1568	1568	d5c186983b52c4551ee00f72316c6eaa	1992	2015-07-15	QueryPair	Excellent			0	il salviatino florence	1992	il salviatino florencia	il salviatino florence
christhomas	1574	1574	deb54ffb41e085fd7f69a75b6359c989	1973	2015-07-15	QueryPair	Excellent			0	quality inn abingdon va	1973	quality inn abingdon	quality inn abingdon va
christhomas	1579	1579	c9892a989183de32e976c6f04e700201	571	2015-07-15	QueryPair	Fair		could seacrets be seacrest rather than secrets?	0	seacrets ocean city	571	vacations seacrets ocean city	seacrets ocean city
christhomas	1580	1580	e0c641195b27425bb056ac56f8953d24	421	2015-07-14	QueryPair	Good			0	puerto vallarta weather	421	puerto vallarta jalisco	puerto vallarta weather
christhomas	1584	1584	140f6969d5213fd0ece03148e62e461e	159	2015-07-14	QueryPair	Excellent			0	comfort inn virginia	159	comfort inn hotel virginia	comfort inn virginia
christhomas	1585	1585	884ce4bb65d328ecb03c598409e2b168	1254	2015-07-16	QueryPair	Good			0	shepherdsville ky	1254	hotel shepherdsville	shepherdsville ky
christhomas	1586	1586	169779d3852b32ce8b1a1724dbf5217d	2178	2015-07-14	QueryPair	Good			0	hampton inn lakeland fl	2178	hampton inn suites lakeland	hampton inn lakeland fl
christhomas	1588	1588	98d6f58ab0dafbb86b083a001561bb34	873	2015-07-15	QueryPair	Good			0	hampton inn saco me	873	hampton inn saco biddeford me	hampton inn saco me
christhomas	1589	1589	a5771bce93e200c36f7cd9dfd0e5deaa	38	2015-07-14	QueryPair	Excellent			0	sleep inn suites upper marlboro md	38	sleep inn upper marlboro md	sleep inn suites upper marlboro md
christhomas	1591	1591	05049e90fa4f5039a8cadc6acbb4b2cc	367	2015-07-14	QueryPair	Excellent			0	four seasons vail colorado	367	four seasons resort vail colorado	four seasons vail colorado
christhomas	1596	1596	e56954b4f6347e897f954495eab16a88	265	2015-07-15	QueryPair	Good			0	orlando nickelodeon hotel	265	orlando nickelodeon hotel reviews	orlando nickelodeon hotel
christhomas	1597	1597	43cca4b3de2097b9558efefd0ecc3588	1223	2015-07-14	QueryPair	Good			0	costa rica trips all inclusive	1223	costa rica all inclusive tours	costa rica trips all inclusive
christhomas	1599	1599	cc1aa436277138f61cda703991069eaf	977	2015-07-14	QueryPair	Good			0	palm island florida	977	little palm island fl	palm island florida
christhomas	1601	1601	7503cfacd12053d309b6bed5c89de212	1853	2015-07-14	QueryPair	Good			0	el cozumeleno beach resort cozumel	1853	el cozumeleno beach	el cozumeleno beach resort cozumel
christhomas	1605	1605	75fc093c0ee742f6dddaa13fff98f104	429	2015-07-15	QueryPair	Excellent			0	windsor arms hotel toronto	429	hotel windsor arms in toronto	windsor arms hotel toronto
christhomas	1608	1608	9fe8593a8a330607d76796b35c64c600	678	2015-07-14	QueryPair	Good			0	las vegas package trips	678	las vegas packages	las vegas package trips
christhomas	1609	1609	2291d2ec3b3048d1a6f86c2c4591b7e0	664	2015-07-15	QueryPair	Good			0	youth hostel new york	664	international youth hostel ny	youth hostel new york
christhomas	1612	1612	4abe17a1c80cbdd2aa241b70840879de	1773	2015-07-14	QueryPair	Fair			0	hampton inn bartlesville oklahoma	1773	hampton inn edmond oklahoma	hampton inn bartlesville oklahoma
christhomas	1616	1616	f4b9ec30ad9f68f89b29639786cb62ef	94	2015-07-14	QueryPair	Good			0	savannah ga tourism	94	savannah georgia tourist	savannah ga tourism
christhomas	1619	1619	82aa4b0af34c2313a562076992e50aa3	162	2015-07-14	QueryPair	Excellent			0	luxury bahia principe	162	luxury bahia principe ambar	luxury bahia principe
christhomas	1625	1625	c5a4e7e6882845ea7bb4d9462868219b	1993	2015-07-14	QueryPair	Good			0	turks caicos map	1993	turks caicos	turks caicos map
christhomas	163	163	0d3180d672e08b4c5312dcdafdf6ef36	726	2015-07-14	QueryPair	Excellent			0	river inn dc	726	river inn washington dc	river inn dc
christhomas	1654	1654	c4851e8e264415c4094e4e85b0baa7cc	1227	2015-07-15	QueryPair	Good			0	new orleans flight deals	1227	new orleans airfare	new orleans flight deals
christhomas	1657	1657	9a49a25d845a483fae4be7e341368e36	2135	2015-07-14	QueryPair	Good			0	texas city texas	2135	hotels in texas city texas	texas city texas
christhomas	1658	1658	54ff9e9e3a2ec0300d4ce11261f5169f	2080	2015-07-15	QueryPair	Good			0	empire palace hotel rome	2080	empire palace rome	empire palace hotel rome
christhomas	1659	1659	076a0c97d09cf1a0ec3e19c7f2529f2b	594	2015-07-14	QueryPair	Excellent			0	premier inn dublin airport	594	airport dublin inn premier	premier inn dublin airport
christhomas	1667	1667	25e2a30f44898b9f3e978b1786dcd85c	1729	2015-07-15	QueryPair	Good			0	toyoko inn osaka	1729	toyoko inn shinsaibashi osaka	toyoko inn osaka
christhomas	1669	1669	ca9c267dad0305d1a6308d2a0cf1c39c	679	2015-07-14	QueryPair	Excellent			0	dollar rent car fort lauderdale	679	dollar rent a car fort lauderdale	dollar rent car fort lauderdale
christhomas	1670	1670	e165421110ba03099a1c0393373c5b43	233	2015-07-14	QueryPair	Excellent			0	pet friendly hotels gatlinburg	233	pet friendly gatlinburg tennessee hotels	pet friendly hotels gatlinburg
christhomas	168	168	f15d337c70078947cfe1b5d6f0ed3f13	2130	2015-07-14	QueryPair	Excellent			0	travelodge sfo	2130	sfo travelodge	travelodge sfo
christhomas	1683	1683	e2ef524fbf3d9fe611d5a8e90fefdc9c	97	2015-07-15	QueryPair	Good			0	hilton downtown miami	97	hilton miami downtown reviews	hilton downtown miami
christhomas	1687	1687	a9eb812238f753132652ae09963a05e9	1237	2015-07-15	QueryPair	Excellent			0	statesboro georgia	1237	georgia statesboro	statesboro georgia
christhomas	1689	1689	8f121ce07d74717e0b1f21d122e04521	268	2015-07-14	QueryPair	Excellent			0	dewey beach delaware	268	dewey beach in delaware	dewey beach delaware
christhomas	169	169	d7322ed717dedf1eb4e6e52a37ea7bcd	1007	2015-07-14	QueryPair	Excellent			0	tripadvisor dubai	1007	trip advisor dubai	tripadvisor dubai
christhomas	1693	1693	fa14d4fe2f19414de3ebd9f63d5c0169	759	2015-07-14	QueryPair	Good			0	kharkov ukraine	759	kharkov	kharkov ukraine
christhomas	170	170	335f5352088d7d9bf74191e006d8e24c	240	2015-07-14	QueryPair	Good			0	squaw valley	240	plumpjack squaw valley	squaw valley
christhomas	1705	1705	dd458505749b2941217ddd59394240e8	568	2015-07-14	QueryPair	Good			0	cheap vacation hawaii	568	hawaii cheap	cheap vacation hawaii
christhomas	171	171	53adaf494dc89ef7196d73636eb2451b	1068	2015-07-14	QueryPair	Good			0	cheap fares india	1068	cheap airfare bhubaneswar	cheap fares india
christhomas	1718	1718	7b13b2203029ed80337f27127a9f1d28	993	2015-07-14	QueryPair	Excellent			0	san francisco best western hotel	993	best western san francisco hotel	san francisco best western hotel
christhomas	1720	1720	8b6a80c3cf2cbd5f967063618dc54f39	1781	2015-07-14	QueryPair	Excellent			0	nick hotel orlando	1781	nick hotel in orlando fl	nick hotel orlando
christhomas	1722	1722	00e26af6ac3b1c1c49d7c3d79c60d000	1164	2015-07-15	QueryPair	Good			0	things do biloxi	1164	attraction biloxi	things do biloxi
christhomas	1723	1723	e2a2dcc36a08a345332c751b2f2e476c	820	2015-07-15	QueryPair	Good			0	lyndonville vt	820	hotel lyndonville vt	lyndonville vt
